3172,811	1763,2645
3172,811	317,443
3172,811	3117,1872
3172,811	260,537
3172,811	2804,1032
3172,811	2938,1882
3172,811	497,621
3172,811	2780,1865
3172,811	2235,30
3172,811	3604,199
3172,811	2717,780
3172,811	1684,1067
3172,811	656,991
3172,811	2723,1929
3172,811	2368,2239
3172,811	13,647
3172,811	2331,130
3172,811	1245,2435
3172,811	3510,1378
3172,811	2872,847
3172,811	1971,1060
3172,811	2401,1298
3172,811	2167,1782
3172,811	3680,206
3172,811	761,1112
3172,811	1739,473
3172,811	966,1377
3172,811	50,2415
3172,811	744,2378
3172,811	1421,2412
3172,811	1707,298
3172,811	2386,521
3172,811	1818,2235
3172,811	3068,1950
3172,811	162,515
3172,811	1665,1078
3172,811	675,2458
3172,811	3276,311
3172,811	598,1170
3172,811	2240,304
3172,811	2667,48
3172,811	752,112
3172,811	860,1212
3172,811	3197,1009
3172,811	582,404
3172,811	31,734
3172,811	3382,723
3172,811	2382,1840
3172,811	3273,500
3172,811	486,19
3172,811	599,1023
3172,811	2366,833
3172,811	1485,419
3172,811	2955,1097
3172,811	3570,1515
3172,811	3070,2333
3172,811	3437,29
3172,811	930,1022
3172,811	3365,663
3172,811	1434,50
3172,811	2434,1268
3172,811	2223,945
3172,811	2437,1572
3172,811	1219,1375
3172,811	2053,520
3172,811	3006,1506
3172,811	707,896
3172,811	4,2206
3172,811	2485,560
3172,811	1196,1810
3172,811	1360,1497
3172,811	803,172
3172,811	2010,984
3172,811	2992,980
3172,811	1744,1900
3172,811	924,478
3172,811	3091,1475
3172,811	1160,181
3172,811	3264,1755
3172,811	1448,1029
3172,811	2616,1353
3172,811	2077,1638
3172,811	3421,781
3172,811	2470,2166
3172,811	1908,2512
3172,811	1614,179
3172,811	63,772
3172,811	2898,2575
3172,811	471,1771
3172,811	2844,2471
3172,811	1699,407
3172,811	2544,1035
3172,811	329,1982
3172,811	1227,1430
3172,811	3706,530
3172,811	1246,2151
3172,811	637,1660
3172,811	744,2612
3202,4495	2378,8737
3202,4495	557,6030
3202,4495	1679,4795
3202,4495	2455,4179
3202,4495	2558,4848
3202,4495	2392,7113
3202,4495	3825,3980
3202,4495	4950,3486
3202,4495	2939,5818
3202,4495	3171,3844
3202,4495	647,6622
3202,4495	4476,5061
3202,4495	1058,9057
3202,4495	290,8687
3202,4495	2543,4216
3202,4495	1183,7537
3202,4495	3798,3565
3202,4495	2531,4817
3202,4495	4943,3902
3202,4495	4140,4920
3202,4495	4057,5081
3202,4495	3970,5858
3202,4495	2647,3494
3202,4495	1386,5316
3202,4495	39,3133
3202,4495	2587,4264
3202,4495	3277,4061
3202,4495	3414,3969
3202,4495	4456,3358
3202,4495	4355,3569
3202,4495	3763,4197
3202,4495	1044,7426
3202,4495	582,7829
3202,4495	1943,3578
3202,4495	996,7920
3202,4495	3588,3595
3202,4495	477,5465
3202,4495	1576,2760
3202,4495	516,7176
3202,4495	2320,4746
3202,4495	2065,5401
3202,4495	1635,8092
3202,4495	2695,5225
3202,4495	2163,4707
3202,4495	4570,5071
3202,4495	914,5331
3202,4495	3732,5183
3202,4495	195,5228
3202,4495	3794,4170
3202,4495	2180,7885
3202,4495	173,8110
3202,4495	3138,7232
3202,4495	1230,6173
3202,4495	3996,5221
3202,4495	2243,2750
3202,4495	2006,8570
3202,4495	1057,9744
3202,4495	2568,7914
3202,4495	3302,2900
3202,4495	633,3641
3202,4495	3256,4565
3202,4495	1234,5490
3202,4495	967,8341
3202,4495	1369,2948
3202,4495	2839,4307
3202,4495	1841,8144
3202,4495	3418,4848
3202,4495	428,7015
3202,4495	4942,3203
3202,4495	4600,4683
3202,4495	2248,3522
3202,4495	406,5233
3202,4495	4958,4354
3202,4495	2389,5605
3202,4495	5,6538
3202,4495	3472,2754
3202,4495	3552,5130
3202,4495	3224,3764
3202,4495	564,3384
3202,4495	1216,7569
3202,4495	746,5066
3202,4495	352,2974
3202,4495	2159,4550
3202,4495	2260,4811
3202,4495	1310,6588
3202,4495	2240,5221
3202,4495	3566,6622
3202,4495	832,5388
3202,4495	2291,7149
3202,4495	1318,8444
3202,4495	1044,3642
3202,4495	326,6046
3202,4495	1697,2879
3202,4495	2179,7437
3202,4495	4401,3472
3202,4495	1187,6398
3202,4495	1906,5920
3202,4495	2913,2882
3202,4495	3029,2958
3202,4495	574,8661
3202,4495	428,3904
3202,4495	1063,3587
3202,4495	1526,8322
3202,4495	334,8302
3202,4495	1433,9427
3202,4495	846,7180
3202,4495	1370,9780
3202,4495	1002,2758
3202,4495	3352,6440
3202,4495	2811,7322
3202,4495	291,8937
3202,4495	944,8762
3202,4495	3510,4205
3202,4495	3339,4412
3202,4495	989,3558
3202,4495	2785,2911
3202,4495	3096,6123
3202,4495	1170,7849
3202,4495	871,4486
3202,4495	1926,9659
3202,4495	775,6612
3202,4495	2428,6601
3202,4495	2300,3433
3202,4495	3890,3763
3202,4495	3343,3112
3202,4495	3861,6313
3202,4495	1675,6341
3202,4495	4674,4757
3202,4495	54,4273
3202,4495	999,2874
3202,4495	2070,2952
3202,4495	3780,4610
3202,4495	3862,5894
3202,4495	3271,3086
3202,4495	239,5829
3202,4495	2318,3543
3202,4495	2772,6337
3202,4495	3213,7362
3202,4495	152,4537
3202,4495	432,3088
3202,4495	1215,7628
3202,4495	4125,5511
3202,4495	1684,7934
3202,4495	1359,3406
3202,4495	1372,3271
3202,4495	3414,7111
3202,4495	1551,9850
3202,4495	3407,2968
3202,4495	339,9183
3202,4495	1110,7652
3202,4495	1878,8960
3202,4495	1561,9712
3202,4495	5000,3730
3202,4495	287,8214
3202,4495	2897,7109
3202,4495	1427,5764
3202,4495	688,7813
3202,4495	2712,4295
3202,4495	2814,6470
3202,4495	4669,4779
3202,4495	262,3479
3202,4495	2238,5482
3202,4495	3047,5455
3202,4495	24,7319
3202,4495	1170,6672
3202,4495	718,3001
3202,4495	3722,3282
3202,4495	4952,3833
3202,4495	1972,6505
3202,4495	837,8729
3202,4495	41,6136
3202,4495	2570,6978
3202,4495	1216,4396
3202,4495	2459,4078
3202,4495	1214,2883
3202,4495	4013,4090
3202,4495	2310,4262
3202,4495	1079,3388
3202,4495	1566,6388
3202,4495	3815,3319
3202,4495	3003,3830
3202,4495	1357,3349
3202,4495	3482,5150
3202,4495	236,7310
3202,4495	2978,6807
3202,4495	1923,6367
3202,4495	904,4110
3202,4495	67,3856
3202,4495	997,9860
3202,4495	975,5605
3202,4495	432,5076
3202,4495	132,3082
3202,4495	2987,4674
3202,4495	1723,6180
3202,4495	2967,4676
3202,4495	1859,4103
3202,4495	545,6446
3202,4495	1579,9650
3202,4495	541,7594
3202,4495	2695,4742
3202,4495	4105,3552
3202,4495	1959,9608
3202,4495	1744,9850
3202,4495	1264,3994
3202,4495	2108,3891
3202,4495	1785,5883
3202,4495	272,8000
3202,4495	2009,6010
3202,4495	186,6835
3202,4495	1821,7573
3202,4495	2806,7079
3202,4495	1363,7871
